name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
NGC7406,,343.484333,-6.579250,0.92,G,0.65,75,
NGC7407,,343.337000,32.130667,1.67,G,0.79,154,
NGC7408,,343.986917,-63.694722,1.91,G,0.70,168,
NGC7409,,343.450500,20.210389,0.58,G,0.45,159,
NGC7410,,343.753958,-39.661333,6.01,G,1.77,43,
NGC7411,,343.645500,20.236167,1.00,G,0.90,127,
NGC7412,,343.940625,-42.642028,3.79,G,2.79,75,
NGC7412A,,344.287500,-42.804472,0.59,G,0.42,92,
NGC7413,,343.762917,13.220472,1.14,G,0.80,64,
NGC7414,,343.851750,13.248278,0.62,G,0.28,172,
NGC7415,,343.723417,20.261556,0.82,G,0.21,128,
NGC7416,,343.923750,-5.495333,3.08,G,0.60,110,
NGC7417,,344.456292,-65.038556,2.21,G,1.45,11,
NGC7418,,344.150667,-37.030083,3.66,G,2.83,139,
NGC7418A,,344.171875,-36.772722,1.75,G,0.88,81,
NGC7419,,343.583583,60.815528,4.08,OCl,,,
NGC7420,,343.883542,29.805000,0.85,G,0.77,50,
NGC7421,,344.226375,-37.347250,2.38,G,1.95,85,
NGC7422,,344.051583,3.926778,0.83,G,0.63,146,
NGC7423,,343.785583,57.096917,3.60,OCl,,,
NGC7424,,344.326542,-41.070583,5.01,G,2.69,125,
NGC7425,,344.314750,-10.950000,0.97,G,0.59,63,
NGC7426,,344.011917,36.361361,1.57,G,1.22,72,
NGC7427,,344.291333,8.505583,0.58,G,0.50,102,
NGC7428,,344.331375,-1.049000,0.91,G,0.83,65,
NGC7429,,344.002500,59.973861,4.50,OCl,,,
NGC7430,,344.373833,8.794306,0.60,G,0.27,60,
NGC7431,,344.411208,26.164306,0.26,G,0.20,125,
NGC7432,,344.508083,13.134500,1.57,G,0.92,40,
NGC7433,,344.465458,26.162167,0.78,G,0.30,47,
NGC7434,,344.589375,-1.183944,0.61,G,0.30,80,
NGC7435,,344.476958,26.138861,1.31,G,0.42,112,
NGC7436,,344.487083,26.150000,1.20,GPair,,,
NGC7436A,,344.484042,26.149972,0.72,G,0.25,98,
NGC7436B,,344.489750,26.149944,1.95,G,1.48,49,
NGC7437,,344.541917,14.308500,1.71,G,1.64,145,
NGC7438,,344.334875,54.309306,5.70,OCl,,,
NGC7439,,344.541500,29.228417,1.03,G,0.56,165,
NGC7440,,344.635583,35.802417,1.16,G,0.93,50,
NGC7441,,344.172417,-7.379056,1.29,G,0.77,160,
NGC7442,,344.860625,15.548389,1.01,G,0.95,95,
NGC7443,,345.036875,-12.807889,1.73,G,0.69,41,
NGC7444,,345.037333,-12.834278,1.45,G,0.58,1,
NGC7445,,344.843500,39.107528,0.67,G,0.17,85,
NGC7446,,344.870833,39.082889,1.26,G,1.14,110,
NGC7447,,345.108667,-10.528000,,Other,,,
NGC7448,,345.014958,15.980333,2.07,G,0.81,171,
NGC7449,,344.906833,39.145861,1.02,G,0.80,130,
NGC7450,,345.199250,-12.918528,1.54,G,1.46,25,
NGC7451,,345.170250,8.467917,1.11,G,0.54,65,
NGC7452,,345.197917,6.745528,0.51,G,0.37,25,
NGC7453,,345.355875,-6.356500,,Other,,,
NGC7454,,345.277125,16.388361,1.54,G,0.75,140,
NGC7455,,345.170708,7.303056,0.70,G,0.40,163,
NGC7456,,345.543417,-39.569389,5.15,G,1.76,22,
NGC7457,,345.249708,30.144944,3.95,G,2.25,128,
NGC7458,,345.369333,1.753389,1.03,G,0.82,14,
NGC7459,,345.249583,6.750000,1.00,GPair,,,
NGC7459 NED01,,345.248500,6.749417,1.32,G,0.78,61,
NGC7459 NED02,,345.250875,6.751083,0.27,G,0.23,141,
NGC7460,,345.428792,2.263611,1.14,G,0.81,25,
NGC7461,,345.451375,15.582472,0.94,G,0.83,166,
NGC7462,,345.693708,-40.835250,4.99,G,0.84,76,
NGC7463,,345.466583,15.981861,1.58,G,0.44,92,
NGC7464,,345.473750,15.973750,0.52,G,0.49,35,
NGC7465,,345.504042,15.964778,1.06,G,0.64,162,
NGC7466,,345.514292,27.052639,1.54,G,0.59,25,
NGC7467,,345.614500,15.554083,0.81,G,0.58,26,
NGC7468,,345.746917,16.605250,0.82,G,0.67,28,
NGC7469,,345.815083,8.874000,1.38,G,1.21,126,
NGC7470,,346.308583,-50.111583,1.55,G,1.02,93,
NGC7471,,345.974250,-22.906917,,Other,,,
NGC7472,,346.410875,3.059250,0.75,G,0.49,55,
NGC7473,,345.987875,30.160139,1.09,G,0.49,42,
NGC7474,,346.018458,20.067194,0.79,G,0.62,8,
NGC7475,,346.045417,20.081139,1.30,GPair,,,
NGC7475 NED01,,346.042708,20.079500,1.41,G,0.91,62,
NGC7475 NED02,,346.048458,20.085028,0.45,G,0.45,,
NGC7476,,346.299458,-43.099361,1.33,G,1.06,178,
NGC7477,,346.169417,3.118000,0.38,G,0.17,23,
NGC7478,,346.235875,2.577778,0.43,G,0.38,9,
NGC7479,,346.236042,12.322889,3.65,G,2.72,26,
NGC7480,,346.306750,2.549417,1.32,G,0.27,101,
NGC7481,,346.465083,-19.939667,,Other,,,
NGC7483,,346.451208,3.545111,1.43,G,0.83,116,
NGC7484,,346.770458,-36.275361,1.09,G,1.00,0,
NGC7485,,346.520250,34.107694,1.51,G,0.76,145,
NGC7486,,346.554083,34.101500,,Other,,,
NGC7487,,346.710583,28.179028,1.80,G,1.14,166,
NGC7488,,346.953958,0.940528,0.62,G,0.41,22,
NGC7489,,346.886292,22.998000,1.22,G,0.65,165,
NGC7490,,346.854875,32.375056,1.81,G,1.76,70,
NGC7491,,347.024917,-5.966667,0.84,G,0.58,174,
NGC7492,,347.111167,-15.611472,3.00,GCl,,,
NGC7493,,347.131792,0.910000,,*,,,
NGC7494,,347.244083,-24.369583,0.87,G,0.65,85,
NGC7495,,347.238250,12.048028,1.61,G,1.44,12,
NGC7496,,347.447042,-43.427944,3.40,G,2.17,169,
NGC7496A,,348.097000,-43.778194,1.44,G,1.23,84,
NGC7497,,347.264208,18.177194,2.75,G,0.97,45,
NGC7498,,347.484167,-24.425056,0.95,G,0.44,3,
NGC7499,,347.593292,7.580667,1.55,G,0.86,11,
NGC7500,,347.624208,11.012306,1.51,G,1.03,121,
NGC7501,,347.626750,7.589028,1.02,G,0.90,157,
NGC7502,,347.582458,-21.737583,,Other,,,
NGC7503,,347.676167,7.567694,0.95,G,0.84,76,
NGC7504,,347.671542,14.386306,,*,,,
NGC7505,,347.752708,13.631556,1.00,G,0.39,110,
NGC7506,,347.920750,-2.160028,1.25,G,0.61,94,
NGC7507,,348.031625,-28.539611,3.33,G,3.20,90,
NGC7508,,347.954958,12.940417,0.81,G,0.26,160,
NGC7509,,348.089208,14.609361,1.32,G,1.22,155,
NGC7510,,347.765750,60.570889,3.90,OCl,,,
NGC7511,,348.109542,13.726583,1.01,G,0.51,130,
NGC7512,,348.087208,31.125611,1.90,G,1.12,36,
NGC7513,,348.308458,-28.357500,3.19,G,1.92,100,
NGC7514,,348.107750,34.881500,1.30,G,0.89,134,
NGC7515,,348.202792,12.679278,1.65,G,1.43,10,
NGC7516,,348.216083,20.248417,1.26,G,0.91,99,
NGC7517,,348.307625,-2.100417,0.57,G,0.35,163,
NGC7518,,348.303042,6.321667,1.26,G,0.75,117,
NGC7519,,348.296833,10.772167,1.11,G,0.83,168,
NGC7520,,348.437000,-23.794194,,Other,,,
NGC7521,,348.397292,-1.731500,0.52,G,0.40,172,
NGC7522,,348.901667,-22.894861,,*,,,
NGC7523,,348.394667,13.986806,1.32,G,0.29,2,
NGC7524,,348.443958,-1.730083,0.81,G,0.25,176,
NGC7525,,348.418167,14.022972,0.90,GPair,,,
NGC7525 NED01,,348.417792,14.024389,0.12,G,0.10,23,
NGC7525 NED02,,348.418750,14.021000,0.79,G,0.69,16,
NGC7526,,348.509708,-9.221639,,Other,,,
NGC7527,,348.424042,24.902278,1.20,G,0.79,163,
NGC7528,,348.584417,10.231444,0.65,G,0.48,0,
NGC7529,,348.513292,8.992500,0.80,G,0.73,65,
NGC7530,,348.549292,-2.779333,0.95,G,0.38,115,
NGC7531,,348.702083,-43.599944,4.11,G,1.72,17,
NGC7532,,348.592625,-2.728194,1.32,G,0.42,161,
NGC7533,,348.592000,-2.033722,0.66,G,0.22,126,
NGC7534,,348.611167,-2.698250,0.99,G,0.52,6,
NGC7535,,348.553208,13.581889,1.46,G,1.44,40,
NGC7536,,348.554917,13.426389,1.59,G,0.70,56,
NGC7537,,348.643750,4.498361,1.84,G,0.48,74,
NGC7538,,348.410958,61.512389,8.00,Cl+N,7.00,,
NGC7539,,348.622667,23.684833,1.16,G,0.95,151,
NGC7540,,348.650292,15.950306,0.66,G,0.48,141,
NGC7541,,348.682875,4.534361,3.03,G,1.00,102,
NGC7542,,348.673458,10.643250,0.95,G,0.65,112,
NGC7543,,348.644083,28.327222,1.39,G,0.95,145,
NGC7544,,348.737417,-2.199333,0.75,G,0.27,76,
NGC7545,,348.883750,-38.535583,1.28,G,0.78,84,
NGC7546,,348.773500,-2.324750,0.66,G,0.53,12,
NGC7547,,348.764167,18.973444,1.06,G,0.44,104,
NGC7548,,348.796292,25.281944,1.06,G,0.88,22,
NGC7549,,348.821792,19.041694,1.85,G,0.75,33,
NGC7550,,348.816708,18.961806,1.45,G,1.41,150,
NGC7551,,348.841792,15.941000,0.62,G,0.47,155,
NGC7552,,349.044833,-42.584750,3.88,G,3.58,95,
NGC7553,,348.887875,19.048167,0.69,G,0.52,150,
NGC7554,,348.922250,-2.378611,0.98,G,0.73,159,
NGC7555,,348.878542,12.572861,,Other,,,
NGC7556,,348.935292,-2.381500,2.15,G,1.34,104,
NGC7556A,,348.932208,-2.385556,0.28,G,0.20,32,
NGC7557,,348.915708,6.708333,0.68,G,0.62,163,
NGC7558,,348.909292,18.919694,0.89,G,0.71,65,
NGC7559,,348.942917,13.293889,1.50,GPair,,,
NGC7559A,,348.941625,13.296944,0.60,G,0.43,38,
NGC7559B,,348.944000,13.290278,1.29,G,1.17,66,
NGC7560,,348.974000,4.495861,,**,,,
NGC7561,,348.989250,4.522722,,*,,,
NGC7562,,348.989583,6.687528,2.18,G,1.59,84,
NGC7562A,,349.006083,6.652278,1.32,G,0.32,179,
NGC7563,,348.983042,13.196111,1.53,G,0.92,143,
NGC7564,,349.004958,7.348056,,*,,,
NGC7565,,349.082542,-0.058611,,Other,,,
NGC7566,,349.155958,-2.330556,1.58,G,0.65,99,
NGC7567,,349.042833,15.850028,0.91,G,0.26,73,
NGC7568,,349.103625,24.497028,0.90,G,0.60,123,
NGC7569,,349.185625,8.905444,0.96,G,0.62,92,
NGC7570,,349.186125,13.483000,1.58,G,0.80,29,
NGC7571,,349.626083,18.688750,1.20,G,0.91,133,
NGC7572,,349.209875,18.483167,1.01,G,0.50,162,
NGC7573,,349.109792,-22.154389,1.24,G,0.90,33,
NGC7575,,349.336958,5.660778,0.77,G,0.40,107,
NGC7576,,349.344750,-4.727861,1.00,G,0.69,160,
NGC7577,,349.321250,7.365417,0.38,G,0.27,65,
NGC7578,,349.302917,18.704444,2.00,GPair,,,
NGC7578A,,349.299750,18.701306,0.69,G,0.59,166,
NGC7578B,,349.306500,18.708250,1.74,G,1.20,7,
NGC7579,,349.411875,9.433306,0.45,G,0.33,49,
NGC7580,,349.401667,14.001194,0.79,G,0.65,41,
NGC7582,,349.597917,-42.370556,6.95,G,3.18,156,
NGC7583,,349.469875,7.379444,0.91,G,0.91,75,
NGC7584,,349.470833,9.433333,0.85,G,0.77,18,
NGC7585,,349.505583,-4.650306,2.55,G,1.92,95,
NGC7586,,349.481667,8.584083,0.63,G,0.54,146,
NGC7587,,349.496375,9.680194,1.12,G,0.27,124,
NGC7588,,349.490875,18.752167,0.46,G,0.21,101,
NGC7589,,349.565292,0.261167,0.96,G,0.57,91,
NGC7590,,349.728375,-42.239056,3.03,G,1.23,34,
NGC7591,,349.567833,6.585806,1.61,G,0.72,147,
NGC7592,,349.592500,-4.416944,1.20,GTrpl,,,
NGC7592A,,349.590833,-4.415750,0.56,G,0.24,25,
NGC7592B,,349.594125,-4.416139,0.87,G,0.35,90,
NGC7592C,,349.592208,-4.418889,0.22,G,0.15,56,
NGC7593,,349.487458,11.349167,1.04,G,0.60,103,
NGC7594,,349.558000,10.298306,1.29,G,0.72,23,
NGC7595,,349.625958,9.932417,0.70,G,0.60,125,
NGC7596,,349.300000,-6.912000,0.93,G,0.45,7,
NGC7598,,349.638625,18.749361,0.30,G,0.30,90,
NGC7599,,349.838083,-42.256833,4.81,G,1.58,55,
NGC7600,,349.724417,-7.580444,2.09,G,0.99,62,
NGC7601,,349.696042,9.233611,1.01,G,0.75,91,
NGC7602,,349.681375,18.698361,0.62,G,0.49,142,
NGC7603,,349.735917,0.243944,1.20,G,0.63,163,
NGC7604,,349.466250,7.429889,0.42,G,0.26,102,
NGC7606,,349.769917,-8.485083,5.26,G,4.47,145,
NGC7607,,349.746833,11.341722,,**,,,
NGC7608,,349.813875,8.350139,1.43,G,0.39,19,
NGC7609,,349.877083,9.505278,1.10,GPair,,,
NGC7609 NED01,,349.875208,9.508222,1.17,G,0.87,88,
NGC7609 NED02,,349.879542,9.502972,0.74,G,0.34,26,
NGC7610,,349.922375,10.185000,2.17,G,0.90,79,
NGC7611,,349.902500,8.063250,1.70,G,0.79,139,
NGC7612,,349.934167,8.576389,1.63,G,0.72,3,
NGC7613,,349.965667,0.198861,,Other,,,
NGC7614,,349.965667,0.198861,,Other,,,
NGC7615,,349.976833,8.399417,0.83,G,0.29,143,
NGC7617,,350.037375,8.165778,0.94,G,0.63,20,
NGC7618,,349.946750,42.852639,1.23,G,0.99,5,
NGC7619,,350.060542,8.206250,2.53,G,1.97,30,
NGC7620,,350.023667,24.221139,0.94,G,0.91,105,
NGC7621,,350.102583,8.366306,0.68,G,0.18,175,
NGC7622,,350.410542,-62.117750,1.35,G,0.43,61,
NGC7623,,350.125083,8.395806,1.34,G,0.95,180,
NGC7624,,350.094208,27.315694,1.30,G,0.88,31,
NGC7625,,350.125542,17.225556,1.48,G,1.43,35,
NGC7626,,350.177292,8.216972,2.50,G,2.10,21,
NGC7627,,350.628875,11.892556,1.47,G,0.46,138,
NGC7628,,350.228667,25.898556,1.36,G,1.09,123,
NGC7629,,350.330708,1.403139,0.94,G,0.61,179,
NGC7630,,350.317958,11.397333,0.89,G,0.33,163,
NGC7631,,350.361125,8.217639,1.86,G,0.83,78,
NGC7632,,350.503750,-42.480500,2.56,G,1.29,96,
NGC7633,,350.763750,-67.653722,2.20,G,1.34,85,
NGC7634,,350.424000,8.886917,1.21,G,0.88,97,
NGC7635,Bubble Nebula,350.190000,61.212361,15.00,HII,8.00,,
NGC7636,,350.637333,-29.280694,1.03,G,0.42,31,
NGC7637,,351.615250,-81.911583,2.08,G,1.83,5,
NGC7638,,350.638000,11.328806,0.65,GPair,0.46,175,
NGC7639,,350.700958,11.372861,0.74,G,0.55,141,
NGC7640,,350.527417,40.845417,8.09,G,1.67,167,
NGC7642,,350.722500,1.442778,0.49,G,0.45,65,
NGC7643,,350.710000,11.988833,1.47,G,0.81,44,
NGC7645,,350.947042,-29.388028,1.58,G,1.08,1,
NGC7646,,351.029000,-11.860694,0.97,G,0.54,135,
NGC7647,,350.989292,16.777278,1.81,G,0.91,176,
NGC7648,,350.975083,9.667472,1.56,G,0.98,84,
NGC7649,,351.083708,14.647139,1.63,G,1.03,76,
NGC7650,,351.339375,-57.791361,1.44,G,0.58,149,
NGC7651,,351.107500,13.970000,1.10,GPair,,,
NGC7651 NED01,,351.108208,13.972278,1.26,G,1.12,120,
NGC7651 NED02,,351.106958,13.967111,0.48,G,0.41,50,
NGC7652,,351.405958,-57.887389,1.20,G,0.77,92,
NGC7653,,351.205667,15.275583,1.62,G,1.40,172,
NGC7654,,351.201667,61.593167,9.90,OCl,,,52
NGC7655,,351.691417,-68.027528,0.76,G,0.66,78,
NGC7656,,351.130875,-19.059056,0.97,G,0.33,34,
NGC7657,,351.697958,-57.805750,1.46,G,0.37,110,
NGC7658,,351.602917,-39.221806,1.50,GPair,,,
NGC7658A,,351.602792,-39.215972,0.67,G,0.36,136,
NGC7658B,,351.603542,-39.226611,1.00,G,0.38,128,
NGC7659,,351.482000,14.209833,0.99,G,0.37,109,
NGC7660,,351.452750,27.029889,1.94,G,0.66,26,
NGC7661,,351.809542,-65.270417,1.84,G,1.18,26,
NGC7662,Copeland's Blue Snowball,351.474583,42.534944,0.28,PN,,,
NGC7663,,351.688417,-4.966667,0.39,G,0.27,2,
NGC7664,,351.665667,25.080139,1.52,G,0.95,88,
NGC7665,,351.811667,-9.387000,0.76,G,0.72,15,
NGC7666,,351.852125,-4.186306,,Other,,,
NGC7667,,351.096250,-0.108056,1.05,G,0.35,80,
NGC7668,,351.840917,-0.191306,,Other,,,
NGC7669,,351.840917,-0.191306,,Other,,,
NGC7670,,351.840917,-0.191306,,Other,,,
NGC7671,,351.830583,12.467417,1.39,G,0.74,137,
NGC7672,,351.881000,12.385194,0.85,G,0.64,60,
NGC7673,,351.920917,23.589028,1.04,G,0.43,123,
NGC7674,,351.986333,8.779028,1.12,G,1.01,165,
NGC7675,,352.024667,8.768583,0.75,G,0.48,43,
NGC7676,,352.257167,-59.716667,2.07,G,0.65,86,
NGC7677,,352.025500,23.531389,1.13,G,0.61,29,
NGC7678,,352.116250,22.421194,2.00,G,1.47,17,
NGC7679,,352.194583,3.511472,1.23,G,0.78,86,
NGC7680,,352.146250,32.415722,1.67,G,1.67,45,
NGC7681,,352.228708,17.309639,1.44,G,0.67,63,
NGC7682,,352.266375,3.533333,1.15,G,1.07,160,
NGC7683,,352.265917,11.445167,1.97,G,0.94,140,
NGC7684,,352.633500,0.081056,1.58,G,0.46,18,
NGC7685,,352.639583,3.901583,1.67,G,1.21,174,
NGC7686,,352.530750,49.134111,3.60,OCl,,,
NGC7687,,352.726875,3.546611,1.09,G,0.94,88,
NGC7688,,352.772917,21.411528,0.94,G,0.67,95,
NGC7689,,353.319708,-54.094472,3.10,G,1.97,141,
NGC7690,,353.260667,-51.698361,2.16,G,0.85,130,
NGC7691,,353.101750,15.847833,1.67,G,1.35,161,
NGC7692,,353.194833,-5.596889,0.50,G,0.42,77,
NGC7693,,353.293792,-1.291861,0.82,G,0.51,171,
NGC7694,,353.315708,-2.702889,1.37,G,0.75,92,
NGC7695,,353.312500,-2.720194,0.56,G,0.33,68,
NGC7696,,353.458792,4.870806,0.76,G,0.42,100,
NGC7697,,353.720750,-65.396028,1.68,G,0.37,86,
NGC7698,,353.506583,24.944611,1.05,G,0.84,171,
NGC7699,,353.612625,-2.899444,0.69,G,0.39,97,
NGC7700,,353.626208,-2.953667,2.04,G,0.38,155,
NGC7701,,353.631250,-2.854278,1.24,G,0.83,8,
NGC7702,,353.870333,-56.012278,2.15,G,1.05,118,
NGC7703,,353.695292,16.075778,2.24,G,0.42,145,
NGC7704,,353.754292,4.897528,1.10,G,0.84,71,
NGC7705,,353.760500,4.803806,0.58,G,0.42,105,
NGC7706,,353.793542,4.964194,1.13,G,0.89,123,
NGC7707,,353.714167,44.304056,1.35,G,1.01,20,
NGC7708,,353.756083,72.833167,5.10,OCl,,,
NGC7709,,353.864458,-16.705083,2.22,G,0.37,69,
NGC7710,,353.942250,-2.880917,1.18,G,0.52,134,
NGC7711,,353.914042,15.301972,2.43,G,0.94,93,
NGC7712,,353.965167,23.618750,0.90,G,0.71,109,
NGC7713,,354.062458,-37.938083,4.91,G,2.13,170,
NGC7713A,,354.284542,-37.714139,1.59,G,1.26,81,
NGC7714,,354.058750,2.155167,2.18,G,1.58,8,
NGC7715,,354.092250,2.156528,2.06,G,0.39,79,
NGC7716,,354.131042,0.297278,1.83,G,1.27,34,
NGC7717,,354.431958,-15.118500,1.71,G,1.33,5,
NGC7718,,354.520875,25.719722,1.03,G,0.75,153,
NGC7719,,354.510708,-22.974417,0.90,G,0.51,51,
NGC7720,,354.622458,27.031444,1.20,GPair,,,
NGC7720 NED01,,354.622500,27.031472,1.51,G,1.26,25,
NGC7720A,,354.623083,27.034750,0.68,G,0.66,,
NGC7721,,354.702708,-6.517861,3.08,G,0.77,16,
NGC7722,,354.671667,15.954639,2.11,G,1.60,148,
NGC7723,,354.737833,-12.961083,3.29,G,2.32,55,
NGC7724,,354.779833,-12.224056,1.47,G,1.00,45,
NGC7725,,354.811583,-4.539389,0.86,G,0.74,96,
NGC7726,,354.799625,27.115333,1.36,G,0.56,64,
NGC7727,,354.973833,-12.292778,3.61,G,2.75,27,
NGC7728,,355.003500,27.133722,1.42,G,1.14,78,
NGC7729,,355.140208,29.188167,1.69,G,0.57,7,
NGC7730,,355.191458,-20.508806,0.76,G,0.29,135,
NGC7731,,355.371125,3.740028,1.05,G,0.77,79,
NGC7732,,355.391125,3.724944,1.49,G,0.47,92,
NGC7733,,355.637292,-65.956500,1.26,G,0.60,104,
NGC7734,,355.678875,-65.944639,1.40,G,1.00,144,
NGC7735,,355.572125,26.231750,1.39,G,1.09,86,
NGC7736,,355.607417,-19.452306,1.66,G,1.50,77,
NGC7737,,355.693375,27.052944,1.09,G,0.46,146,
NGC7738,,356.008583,0.516639,1.19,G,0.59,55,
NGC7739,,356.125333,0.320472,0.76,G,0.66,92,
NGC7740,,355.884500,27.311889,1.08,G,0.68,140,
NGC7741,,355.976542,26.075611,3.63,G,2.38,158,
NGC7742,,356.065542,10.767083,1.71,G,1.64,15,
NGC7743,,356.088083,9.934083,2.61,G,2.18,86,
NGC7744,,356.246833,-42.910917,2.48,G,2.11,109,
NGC7745,,356.190792,25.908972,0.68,G,0.68,170,
NGC7746,,356.333333,-1.684889,1.16,G,0.84,164,
NGC7747,,356.384375,27.360944,1.41,G,0.54,38,
NGC7748,,356.236125,69.754861,,*,,,
NGC7749,,356.448125,-29.517806,1.75,G,1.17,33,
NGC7750,,356.657667,3.799806,1.50,G,0.73,175,
NGC7751,,356.743083,6.861806,1.48,G,1.45,115,
NGC7752,,356.744000,29.458917,0.92,G,0.46,106,
NGC7753,,356.770125,29.483444,2.01,G,0.54,61,
NGC7754,,357.296708,-16.600583,0.65,G,0.32,132,
NGC7755,,356.965667,-30.522028,3.70,G,2.27,27,
NGC7756,,357.119167,4.125167,,*,,,
NGC7757,,357.189667,4.171139,1.83,G,1.34,108,
NGC7758,,357.229917,-22.024194,0.77,G,0.52,108,
NGC7759,,357.227917,-16.541167,1.53,G,1.11,103,
NGC7760,,357.299750,30.983139,1.14,G,1.05,0,
NGC7761,,357.870375,-13.381583,1.23,G,1.08,68,
NGC7762,,357.507292,68.037972,6.50,OCl,,,
NGC7763,,357.565417,-16.590000,0.73,G,0.39,161,
NGC7764,,357.724917,-40.728222,1.95,G,1.45,146,
NGC7764A,,358.343750,-40.810278,0.74,G,0.46,77,
NGC7765,,357.717333,27.166278,0.69,G,0.54,113,
NGC7766,,357.732958,27.126306,0.87,G,0.24,31,
NGC7767,,357.734792,27.087139,1.10,G,0.25,141,
NGC7768,,357.744083,27.147389,1.48,G,0.95,57,
NGC7769,,357.766542,20.150417,1.75,G,0.67,85,
NGC7770,,357.843917,20.096528,0.97,G,0.85,105,
NGC7771,,357.853375,20.111750,2.51,G,1.24,68,
NGC7772,,357.941500,16.248139,13.20,Other,,,
NGC7773,,358.041208,31.276611,1.10,G,0.99,50,
NGC7774,,358.046667,11.470000,1.20,GPair,,,
NGC7774 NED01,,358.044542,11.470306,1.32,G,1.20,105,
NGC7774 NED02,,358.048708,11.469722,0.91,G,0.74,,
NGC7775,,358.101875,28.772667,0.99,G,0.83,28,
NGC7776,,358.569000,-13.586444,1.00,G,0.43,154,
NGC7777,,358.302083,28.283444,1.26,G,0.66,48,
NGC7778,,358.331958,7.870917,1.02,G,0.98,55,
NGC7779,,358.361625,7.875667,1.49,G,1.07,5,
NGC7780,,358.384042,8.118139,0.99,G,0.54,0,
NGC7781,,358.441583,7.860472,1.07,G,0.25,10,
NGC7782,,358.474542,7.970556,2.43,G,1.41,175,
NGC7783,,358.546083,0.379944,1.90,GPair,,,
NGC7783 NED01,,358.542000,0.382861,1.55,G,0.72,109,
NGC7783 NED02,,358.550333,0.377028,0.83,G,0.51,153,
NGC7784,,358.806958,21.762167,0.73,G,0.58,114,
NGC7785,,358.829292,5.915833,1.95,G,1.09,142,
NGC7786,,358.839750,21.588056,0.56,G,0.35,7,
NGC7787,,359.032583,0.549472,1.09,G,0.43,95,
NGC7788,,359.189917,61.399917,2.40,OCl,,,
NGC7789,,359.350250,56.708278,14.40,OCl,,,
NGC7790,,359.601083,61.208306,3.60,OCl,,,
NGC7791,,359.488750,10.765722,,**,,,
NGC7792,,359.514875,16.501417,0.77,G,0.77,95,
NGC7793,,359.457625,-32.591028,10.42,G,6.05,89,
NGC7794,,359.642167,10.728139,1.17,G,0.72,10,
NGC7795,,359.656000,60.034972,2.22,OCl,,,
NGC7796,,359.749042,-55.458306,2.73,G,2.38,178,
NGC7797,,359.745292,3.634639,0.90,G,0.84,35,
NGC7798,,359.856250,20.749861,1.45,G,1.33,100,
NGC7799,,359.881458,31.295611,,*,,,
NGC7800,,359.901333,14.805583,1.74,G,0.72,45,
NGC7801,,0.089333,50.745000,4.20,OCl,,,
NGC7802,,0.251750,6.242056,1.18,G,0.80,53,
NGC7803,,0.333208,13.111250,0.86,G,0.51,80,
NGC7804,,0.328333,7.749694,,**,,,
NGC7805,,0.361542,31.433750,1.42,G,0.69,47,
NGC7806,,0.375208,31.441861,1.21,G,0.65,20,
NGC7807,,0.110750,-18.841889,0.73,G,0.60,35,
NGC7808,,0.883875,-10.744667,1.08,G,1.00,60,
NGC7809,,0.539375,2.941056,0.45,G,0.38,65,
NGC7810,,0.579833,12.971639,0.96,G,0.64,78,
NGC7811,,0.610292,3.351917,0.39,G,0.37,130,
NGC7812,,0.726958,-34.235639,1.10,G,0.73,112,
NGC7813,,1.038000,-11.983889,0.81,G,0.26,158,
NGC7814,,0.812042,16.145417,4.37,G,1.88,135,
NGC7815,,0.853458,20.704167,,*,,,
NGC7816,,0.953583,7.478639,1.64,G,1.53,105,
NGC7817,,0.995458,20.752333,3.29,G,0.73,46,
NGC7818,,1.036875,7.379389,0.93,G,0.80,162,
NGC7819,,1.102250,31.472056,1.44,G,0.79,97,
NGC7820,,1.128292,5.200278,1.54,G,0.60,167,
NGC7821,,1.319667,-16.476917,1.14,G,0.38,116,
NGC7822,,0.897292,67.161639,20.00,HII,4.00,,
NGC7823,,1.189958,-62.061556,1.13,G,0.70,30,
NGC7824,,1.275958,6.920111,1.59,G,1.04,151,
NGC7825,,1.277500,5.203667,0.95,G,0.37,134,
NGC7826,,1.330500,-20.688278,,Other,,,
NGC7827,,1.365250,5.222333,1.29,G,1.18,40,
NGC7828,,1.612792,-13.416111,2.07,G,0.82,137,
NGC7829,,1.620750,-13.420611,2.07,G,0.82,110,
NGC7830,,1.507750,8.342778,,*,,,
NGC7831,,1.831375,32.609250,1.80,G,0.39,40,
NGC7832,,1.618583,-3.716139,1.68,G,0.38,23,
NGC7833,,1.631083,27.639667,,Other,,,
NGC7834,,1.657583,8.367889,0.93,G,0.83,16,
NGC7835,,1.694875,8.425944,0.56,G,0.24,150,
NGC7836,,2.006833,33.070778,0.90,G,0.39,133,
NGC7837,,1.714125,8.351389,0.67,G,0.38,169,
NGC7838,,1.724792,8.350861,1.30,G,0.57,93,
NGC7839,,1.752625,27.635222,,**,,,
NGC7840,,1.786667,8.383500,0.68,G,0.46,127,
Sh21,,239.713366,-26.120520,150.00,HII,,,
Sh22,,256.027602,-38.142490,60.00,HII,,,
Sh23,,258.437642,-38.503106,12.00,HII,,,
Sh24,,259.953265,-39.338753,5.00,HII,,,
Sh25,,260.014460,-38.454770,100.00,HII,,,
