name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
Sh26,,258.767140,-37.116545,4.00,HII,,,
Sh27,,240.082349,-22.950642,240.00,HII,,,
Sh28,,260.353529,-36.034691,120.00,HII,,,
Sh29,,245.295389,-25.589444,80.00,HII,,,
Sh210,,259.750056,-34.090316,60.00,HII,,,
Sh211,,261.628966,-34.205691,90.00,HII,,,
Sh212,,263.984075,-32.599595,120.00,HII,,,
Sh213,,262.619000,-31.562676,40.00,HII,,,
Sh214,,262.576996,-30.262997,2.00,HII,,,
Sh215,,267.643312,-31.264091,30.00,HII,,,
Sh216,,266.967541,-29.303855,20.00,HII,,,
Sh217,,266.536694,-28.858004,25.00,HII,,,
Sh218,,267.191969,-29.251675,4.00,HII,,,
Sh219,,267.340314,-29.116895,12.00,HII,,,
Sh220,,267.309613,-28.667165,10.00,HII,,,
Sh221,,267.912701,-28.894660,5.00,HII,,,
Sh222,,268.765749,-25.036147,60.00,HII,,,
Sh223,,243.352583,-8.372276,50.00,HII,,,
Sh224,,242.765860,-7.077277,30.00,HII,,,
Sh225,,271.358484,-24.394248,90.00,HII,,,
Sh226,,269.745959,-23.326526,20.00,HII,,,
Sh227,,249.301709,-10.569733,480.00,HII,,,
Sh228,,270.674025,-23.584187,40.00,HII,,,
Sh229,,272.628815,-23.998547,40.00,HII,,,
Sh230,,270.892483,-23.015365,20.00,HII,,,
Sh231,,272.826450,-23.796616,8.00,HII,,,
Sh232,,272.724732,-23.647595,8.00,HII,,,
Sh233,,239.968230,-1.617448,35.00,HII,,,
Sh234,,271.602081,-21.658393,90.00,HII,,,
Sh235,,273.961233,-20.252068,20.00,HII,,,
Sh236,,241.376397,0.394481,45.00,HII,,,
Sh237,,274.429700,-19.664158,20.00,HII,,,
Sh238,,272.189772,-18.269167,3.00,HII,,,
Sh239,,274.193705,-18.649727,3.00,HII,,,
Sh240,,273.009094,-17.744513,15.00,HII,,,
Sh241,,273.964267,-18.235265,90.00,HII,,,
Sh242,,272.574219,-16.815356,3.00,HII,,,
Sh243,,274.105310,-17.400520,15.00,HII,,,
Sh244,,274.123225,-16.733645,60.00,HII,,,
Sh245,,275.192160,-16.173250,60.00,HII,,,
Sh246,,271.546426,-14.158540,25.00,HII,,,
Sh247,,274.436407,-15.613882,5.00,HII,,,
Sh248,,275.600545,-14.585880,10.00,HII,,,
Sh249,,274.669233,-13.961541,90.00,HII,,,
Sh250,,276.376704,-14.711707,35.00,HII,,,
Sh251,,280.194711,-16.558348,35.00,HII,,,
Sh252,,296.945185,-23.087477,2.00,HII,,,
Sh253,,276.311480,-13.228931,15.00,HII,,,
Sh254,,274.471479,-11.730014,140.00,HII,,,
Sh255,,278.046277,-11.762104,5.00,HII,,,
Sh256,,277.775865,-9.714613,7.00,HII,,,
Sh257,,277.640006,-8.615871,2.00,HII,,,
Sh258,,277.863475,-8.463708,8.00,HII,,,
Sh259,,279.254798,-7.600271,20.00,HII,,,
Sh260,,279.171028,-6.701034,20.00,HII,,,
Sh261,,278.229667,-5.010015,2.00,HII,,,
Sh262,,276.893525,-3.856186,4.00,HII,,,
Sh263,,299.429930,-14.115665,55.00,HII,,,
Sh264,,277.899709,-1.913050,25.00,HII,,,
Sh265,,281.742181,-3.742939,7.00,HII,,,
Sh266,,281.375485,-1.996359,8.00,HII,,,
Sh267,,282.353870,-2.353714,10.00,HII,,,
Sh268,,276.297914,0.854944,8.00,HII,,,
Sh269,,281.109098,-0.282159,20.00,HII,,,
Sh270,,273.662166,7.063032,5.00,HII,,,
Sh271,,285.511295,2.159682,3.00,HII,,,
Sh272,,285.959908,2.313897,25.00,HII,,,
Sh273,,242.781771,21.874001,75.00,HII,,,
Sh274,,287.204253,5.609001,3.00,HII,,,
Sh275,,284.814141,7.120011,10.00,HII,,,
Sh276,,284.107244,7.813373,7.00,HII,,,
Sh277,,297.072002,1.147923,8.00,HII,,,
Sh278,,285.796388,14.129562,12.00,HII,,,
Sh279,,290.826825,13.976087,40.00,HII,,,
Sh280,,287.870583,16.865698,2.00,HII,,,
Sh281,,300.306158,11.792703,10.00,HII,,,
Sh282,,292.586491,18.275551,9.00,HII,,,
Sh283,,291.133967,20.795858,2.00,HII,,,
Sh284,,297.266643,18.400282,15.00,HII,,,
Sh285,,285.821783,25.830382,6.00,HII,,,
Sh286,,295.790393,23.287607,40.00,HII,,,
Sh287,,296.602918,24.628112,10.00,HII,,,
Sh288,,296.495115,25.343871,25.00,HII,,,
Sh289,,297.510043,26.486076,5.00,HII,,,
Sh290,,297.305456,26.867656,6.00,HII,,,
Sh291,,293.891846,29.604452,120.00,HII,,,
Sh292,,296.663784,28.245479,50.00,HII,,,
Sh293,,298.755079,27.213485,1.00,HII,,,
Sh294,,291.965024,31.470599,25.00,HII,,,
Sh295,,298.757176,29.296933,1.00,HII,,,
Sh296,,292.175217,32.689232,25.00,HII,,,
Sh297,,299.021930,30.265907,10.00,HII,,,
Sh298,,299.685520,31.421603,15.00,HII,,,
Sh299,,300.212630,33.492825,5.00,HII,,,
Sh2100,,300.463213,33.511601,4.00,HII,,,
Sh2101,,299.989687,35.291038,20.00,HII,,,
Sh2102,,307.946129,30.605153,40.00,HII,,,
Sh2103,,312.635300,30.923446,210.00,HII,,,
Sh2104,,304.438086,36.744464,7.00,HII,,,
Sh2105,,303.011585,38.349646,18.00,HII,,,
Sh2106,,306.865302,37.397065,3.00,HII,,,
Sh2107,,310.695098,36.342820,5.00,HII,,,
Sh2108,,305.647837,40.254302,180.00,HII,,,
Sh2109,,308.410257,40.342476,1080.00,HII,,,
Sh2110,,320.203588,32.457864,50.00,HII,,,
Sh2111,,325.472051,30.105702,90.00,HII,,,
Sh2112,,308.459844,45.659808,15.00,HII,,,
Sh2113,,320.200743,38.091341,15.00,HII,,,
Sh2114,,320.295039,38.708617,9.00,HII,,,
Sh2115,,308.641680,46.877934,50.00,HII,,,
Sh2116,,308.080214,47.357009,2.00,HII,,,
Sh2117,,314.693997,44.321858,240.00,HII,,,
Sh2118,,324.254718,40.215724,480.00,HII,,,
Sh2119,,319.607464,43.937802,160.00,HII,,,
Sh2120,,315.946288,49.880726,1.00,HII,,,
Sh2121,,316.302917,49.649790,1.00,HII,,,
Sh2122,,347.197052,14.924960,40.00,HII,,,
Sh2123,,325.594953,44.540061,13.00,HII,,,
Sh2124,,324.590477,50.351297,70.00,HII,,,
Sh2125,,328.388247,47.271720,9.00,HII,,,
Sh2126,,338.364627,38.582232,160.00,HII,,,
Sh2127,,322.174631,54.620754,2.00,HII,,,
Sh2128,,323.036769,55.859258,1.00,HII,,,
Sh2129,,317.937184,59.961301,140.00,HII,,,
Sh2130,,310.748539,63.228471,3.00,HII,,,
Sh2131,,324.751344,57.485863,170.00,HII,,,
Sh2132,,334.698644,56.134785,90.00,HII,,,
Sh2133,,322.249782,64.305210,80.00,HII,,,
Sh2134,,332.874496,59.410326,160.00,HII,,,
Sh2135,,335.548528,58.738369,15.00,HII,,,
Sh2136,,319.123660,68.253161,5.00,HII,,,
Sh2137,,329.279830,64.693635,90.00,HII,,,
Sh2138,,338.164725,58.481799,1.00,HII,,,
Sh2139,,338.751593,58.217249,10.00,HII,,,
Sh2140,,334.782653,63.285379,30.00,HII,,,
Sh2141,,337.126936,61.644674,5.00,HII,,,
Sh2142,,341.898884,58.061042,30.00,HII,,,
Sh2143,,342.562148,57.713043,4.00,HII,,,
Sh2144,,341.217368,59.892275,4.00,HII,,,
Sh2145,,336.390123,64.308586,90.00,HII,,,
Sh2146,,342.359759,59.929140,2.00,HII,,,
Sh2147,,343.873749,58.466813,2.00,HII,,,
Sh2148,,344.050895,58.517300,2.00,HII,,,
Sh2149,,344.101487,58.534105,1.00,HII,,,
Sh2150,,337.799756,65.113988,40.00,HII,,,
Sh2151,,345.763959,57.071732,20.00,HII,,,
Sh2152,,344.657410,58.785598,2.00,HII,,,
Sh2153,,344.810201,58.735998,5.00,HII,,,
Sh2154,,342.852607,61.180620,60.00,HII,,,
Sh2155,,344.182428,62.617717,60.00,HII,,,
Sh2156,,346.293974,60.256376,2.00,HII,,,
Sh2157,,349.014861,60.045551,90.00,HII,,,
Sh2158,,348.417954,61.511050,10.00,HII,,,
Sh2159,,348.929776,61.145395,7.00,HII,,,
Sh2160,,346.448700,64.673460,80.00,HII,,,
Sh2161,,348.872784,61.861956,55.00,HII,,,
Sh2162,,350.175546,61.197683,40.00,HII,,,
Sh2163,,353.331682,60.785671,10.00,HII,,,
Sh2164,,354.606555,59.970418,3.00,HII,,,
Sh2165,,354.954495,61.937426,10.00,HII,,,
Sh2166,,355.543494,60.971286,10.00,HII,,,
Sh2167,,353.843639,64.852947,2.00,HII,,,
Sh2168,,358.265930,60.472980,7.00,HII,,,
Sh2169,,358.494924,60.373066,5.00,HII,,,
Sh2170,,0.426583,64.623442,20.00,HII,,,
Sh2171,,1.167736,67.156754,180.00,HII,,,
Sh2172,,3.887204,61.255903,1.00,HII,,,
Sh2173,,5.466227,61.738175,30.00,HII,,,
Sh2174,,356.705245,80.938866,10.00,HII,,,
Sh2175,,6.830055,64.703596,2.00,HII,,,
Sh2176,,7.913634,57.285703,10.00,HII,,,
Sh2177,,7.887834,62.469078,40.00,HII,,,
Sh2178,,334.734369,87.761599,420.00,HII,,,
Sh2179,,10.105818,62.866004,1.00,HII,,,
Sh2180,,12.194548,62.929036,15.00,HII,,,
Sh2181,,12.319468,65.212150,15.00,HII,,,
Sh2182,,12.569468,64.744991,2.00,HII,,,
Sh2183,,13.499198,65.709768,35.00,HII,,,
Sh2184,,13.211532,56.610293,40.00,HII,,,
Sh2185,,15.000065,60.989678,120.00,HII,,,
Sh2186,,17.212961,63.134072,1.00,HII,,,
Sh2187,,20.782395,61.856646,10.00,HII,,,
Sh2188,,22.663966,58.366758,9.00,HII,,,
Sh2189,,33.035627,64.171696,2.00,HII,,,
Sh2190,,38.346484,61.442324,150.00,HII,,,
Sh2191,,39.163884,59.637358,2.00,HII,,,
Sh2192,,41.809096,61.987958,1.00,HII,,,
Sh2193,,41.885601,62.004143,2.00,HII,,,
Sh2194,,41.833010,61.937803,2.00,HII,,,
Sh2195,,40.025204,59.648830,3.00,HII,,,
Sh2196,,42.830044,62.231473,4.00,HII,,,
Sh2197,,40.480935,59.646042,5.00,HII,,,
Sh2198,,42.507607,59.699990,9.00,HII,,,
Sh2199,,43.639879,60.409384,120.00,HII,,,
Sh2200,,47.687810,62.815491,6.00,HII,,,
Sh2201,,45.793222,60.478346,5.00,HII,,,
Sh2202,,49.714745,59.633997,170.00,HII,,,
Sh2203,,50.504288,54.877790,45.00,HII,,,
Sh2204,,58.940228,57.428936,40.00,HII,,,
Sh2205,,59.034023,53.194393,120.00,HII,,,
Sh2206,,60.804482,51.329528,50.00,HII,,,
Sh2207,,65.020692,53.143657,4.00,HII,,,
Sh2208,,64.941256,52.977665,1.00,HII,,,
Sh2209,,62.762542,51.162946,14.00,HII,,,
Sh2210,,67.746229,52.552910,20.00,HII,,,
Sh2211,,69.240842,50.939353,2.00,HII,,,
Sh2212,,70.157349,50.381015,5.00,HII,,,
Sh2213,,65.179031,44.924881,1.00,HII,,,
Sh2214,,65.395441,44.372947,4.00,HII,,,
Sh2215,,64.387309,42.614943,2.00,HII,,,
Sh2216,,71.237642,46.820848,80.00,HII,,,
Sh2217,,74.697985,48.005693,9.00,HII,,,
Sh2218,,85.319055,52.188411,70.00,HII,,,
Sh2219,,74.033409,47.395149,3.00,HII,,,
Sh2220,,60.159880,36.617250,320.00,HII,,,
Sh2221,,75.416721,46.348830,120.00,HII,,,
Sh2222,,67.541037,35.270057,6.00,HII,,,
Sh2223,,79.299584,42.211837,70.00,HII,,,
Sh2224,,81.817178,42.971187,30.00,HII,,,
Sh2225,,81.751583,40.621623,10.00,HII,,,
Sh2226,,77.778436,37.992610,3.00,HII,,,
Sh2227,,79.971994,38.955179,20.00,HII,,,
Sh2228,,78.396354,37.453387,8.00,HII,,,
Sh2229,,79.079116,34.463366,65.00,HII,,,
Sh2230,,80.626542,34.131925,300.00,HII,,,
Sh2231,,84.831537,35.924953,12.00,HII,,,
Sh2232,,85.611210,36.200769,40.00,HII,,,
Sh2233,,84.679475,35.793080,2.00,HII,,,
Sh2234,,82.032419,34.435144,12.00,HII,,,
Sh2235,,85.255827,35.854181,10.00,HII,,,
Sh2236,,80.640968,33.365070,55.00,HII,,,
Sh2237,,82.856045,34.277219,7.00,HII,,,
Sh2238,,65.458264,19.537712,1.00,HII,,,
Sh2239,,67.822497,18.116690,5.00,HII,,,
Sh2240,,85.251383,28.103722,180.00,HII,,,
Sh2241,,91.030452,30.247783,10.00,HII,,,
Sh2242,,87.964076,27.010706,7.00,HII,,,
Sh2243,,84.843835,23.290721,6.00,HII,,,
Sh2244,,83.628056,21.952384,5.00,HII,,,
Sh2245,,60.639377,4.128584,720.00,HII,,,
Sh2246,,75.539968,14.095695,65.00,HII,,,
Sh2247,,92.126436,21.619964,9.00,HII,,,
Sh2248,,94.161165,22.500255,50.00,HII,,,
Sh2249,,95.242648,23.089801,80.00,HII,,,
Sh2250,,70.047178,7.362835,10.00,HII,,,
Sh2251,,68.207621,5.862733,35.00,HII,,,
Sh2252,,92.413932,20.500444,40.00,HII,,,
Sh2253,,96.433015,20.028111,5.00,HII,,,
Sh2254,,93.087100,18.043776,11.00,HII,,,
Sh2255,,93.286347,17.975171,3.00,HII,,,
Sh2256,,93.161013,17.943053,1.00,HII,,,
Sh2257,,93.211361,17.975899,3.00,HII,,,
Sh2258,,93.385791,17.924203,1.00,HII,,,
Sh2259,,92.905707,17.445507,2.00,HII,,,
Sh2260,,73.782806,5.661731,22.00,HII,,,
Sh2261,,92.238344,15.801905,45.00,HII,,,
Sh2262,,76.688490,6.167872,20.00,HII,,,
Sh2263,,80.436160,8.399039,22.00,HII,,,
Sh2264,,83.802219,9.933437,390.00,HII,,,
Sh2265,,79.651593,7.439821,70.00,HII,,,
Sh2266,,94.707668,15.277909,1.00,HII,,,
Sh2267,,93.972275,14.268325,4.00,HII,,,
Sh2268,,92.562715,13.331964,60.00,HII,,,
Sh2269,,93.642694,13.821501,4.00,HII,,,
Sh2270,,92.557425,12.815323,1.00,HII,,,
Sh2271,,93.727671,12.353937,2.00,HII,,,
Sh2272,,93.752498,12.337029,1.00,HII,,,
Sh2273,,100.202111,9.907967,250.00,HII,,,
Sh2274,,112.278753,13.261891,8.00,HII,,,
Sh2275,,97.928714,4.929592,100.00,HII,,,
Sh2276,,81.867173,-3.965242,1200.00,HII,,,
Sh2277,,85.181784,-2.447136,120.00,HII,,,
Sh2278,,79.950965,-5.663628,50.00,HII,,,
Sh2279,,83.833970,-4.800887,20.00,HII,,,
Sh2280,,98.580563,2.539868,40.00,HII,,,
Sh2281,,83.727499,-5.466557,60.00,HII,,,
Sh2282,,99.495686,1.514355,35.00,HII,,,
Sh2283,,99.662988,0.712711,3.00,HII,,,
Sh2284,,101.258422,0.230744,80.00,HII,,,
Sh2285,,103.801500,-0.510139,1.00,HII,,,
Sh2286,,103.638542,-4.508777,6.00,HII,,,
Sh2287,,104.886023,-4.803904,12.00,HII,,,
Sh2288,,107.141249,-4.308344,1.00,HII,,,
Sh2289,,101.485810,-7.338440,11.00,HII,,,
Sh2290,,133.546186,8.921139,17.00,HII,,,
Sh2291,,103.854898,-8.027651,8.00,HII,,,
Sh2292,,106.107495,-10.448963,21.00,HII,,,
Sh2293,,105.448781,-11.309492,11.00,HII,,,
Sh2294,,109.143751,-9.443790,7.00,HII,,,
Sh2295,,105.672419,-11.461598,8.00,HII,,,
Sh2296,,106.450219,-11.218870,200.00,HII,,,
Sh2297,,106.314262,-12.334317,7.00,HII,,,
Sh2298,,109.658184,-13.198687,22.00,HII,,,
Sh2299,,112.665656,-15.292796,1.00,HII,,,
Sh2300,,112.764623,-15.410358,3.00,HII,,,
Sh2301,,107.453505,-18.478562,9.00,HII,,,
Sh2302,,112.924530,-16.978531,21.00,HII,,,
Sh2303,,103.507476,-22.425061,90.00,HII,,,
Sh2304,,100.860860,-24.133306,200.00,HII,,,
Sh2305,,112.533735,-18.525085,4.00,HII,,,
Sh2306,,112.653022,-19.109519,30.00,HII,,,
Sh2307,,113.883207,-18.753859,6.00,HII,,,
Sh2308,,103.540528,-23.942122,35.00,HII,,,
Sh2309,,113.025292,-19.429546,12.00,HII,,,
Sh2310,,108.263998,-24.586383,480.00,HII,,,
Sh2311,,118.086620,-26.441060,45.00,HII,,,
Sh2312,,134.790511,-25.688557,720.00,HII,,,
Sh2313,,193.381821,-22.859898,12.00,HII,,,
LDN1,,247.214400,-16.109400,0.00,DrkN,,,
LDN2,,271.811300,-31.493200,0.00,DrkN,,,
LDN3,,270.808000,-30.998000,0.00,DrkN,,,
LDN4,,255.625500,-22.204200,0.00,DrkN,,,
LDN5,,259.064600,-24.421300,0.00,DrkN,,,
LDN6,,257.257000,-23.229900,0.00,DrkN,,,
LDN7,,262.151800,-26.289900,0.00,DrkN,,,
LDN8,,251.607600,-19.256200,0.00,DrkN,,,
LDN9,,257.507100,-23.228700,0.00,DrkN,,,
LDN10,,269.452200,-30.104600,0.00,DrkN,,,
LDN11,,257.030000,-22.897600,0.00,DrkN,,,
LDN12,,269.552300,-30.120800,0.00,DrkN,,,
LDN13,,256.000500,-22.169100,0.00,DrkN,,,
LDN14,,261.272000,-25.544100,0.00,DrkN,,,
LDN15,,256.100500,-22.168700,0.00,DrkN,,,
LDN16,,259.012400,-24.054900,0.00,DrkN,,,
LDN17,,257.004100,-22.731100,0.00,DrkN,,,
LDN18,,257.255100,-22.896500,0.00,DrkN,,,
LDN19,,262.275300,-26.039300,0.00,DrkN,,,
LDN20,,257.129100,-22.730500,0.00,DrkN,,,
LDN21,,262.274700,-25.939300,0.00,DrkN,,,
LDN22,,251.731000,-18.922300,0.00,DrkN,,,
LDN23,,259.312100,-23.970100,0.00,DrkN,,,
LDN24,,259.387400,-24.019800,0.00,DrkN,,,
LDN25,,263.126500,-26.185200,0.00,DrkN,,,
LDN26,,271.304700,-30.495600,0.00,DrkN,,,
LDN27,,246.959500,-15.110600,0.00,DrkN,,,
LDN28,,259.762700,-24.051300,0.00,DrkN,,,
LDN29,,271.705600,-30.627000,0.00,DrkN,,,
LDN30,,258.256500,-23.058500,0.00,DrkN,,,
LDN31,,252.482200,-19.085500,0.00,DrkN,,,
LDN32,,257.753900,-22.644200,0.00,DrkN,,,
LDN33,,250.347600,-17.428600,0.00,DrkN,,,
LDN34,,267.038600,-28.016300,0.00,DrkN,,,
LDN35,,269.120500,-29.072900,0.00,DrkN,,,
LDN36,,262.170300,-25.206500,0.00,DrkN,,,
LDN37,,260.011900,-23.883400,0.00,DrkN,,,
LDN38,,257.828000,-22.477200,0.00,DrkN,,,
LDN39,,257.903200,-22.493500,0.00,DrkN,,,
LDN40,,269.295500,-29.072000,0.00,DrkN,,,
LDN41,,271.301500,-29.995600,0.00,DrkN,,,
LDN42,,263.273600,-25.701100,0.00,DrkN,,,
LDN43,,248.613900,-15.836500,0.00,DrkN,,,
LDN44,,260.010900,-23.716800,0.00,DrkN,,,
LDN45,,262.771500,-25.370200,0.00,DrkN,,,
LDN46,,258.253700,-22.558500,0.00,DrkN,,,
LDN47,,252.479600,-18.585500,0.00,DrkN,,,
LDN48,,269.545100,-29.004100,0.00,DrkN,,,
LDN49,,270.548300,-29.499300,0.00,DrkN,,,
LDN50,,261.265200,-24.377500,0.00,DrkN,,,
LDN51,,258.152400,-22.342300,0.00,DrkN,,,
LDN52,,263.046500,-25.352200,0.00,DrkN,,,
LDN53,,260.787400,-23.913100,0.00,DrkN,,,
LDN54,,260.887700,-23.962600,0.00,DrkN,,,
LDN55,,260.762200,-23.879900,0.00,DrkN,,,
LDN56,,258.753900,-22.556100,0.00,DrkN,,,
LDN57,,260.661300,-23.730300,0.00,DrkN,,,
LDN58,,262.618800,-24.921000,0.00,DrkN,,,
LDN59,,260.159100,-23.382700,0.00,DrkN,,,
LDN60,,258.000300,-21.976300,0.00,DrkN,,,
LDN61,,262.843900,-24.919900,0.00,DrkN,,,
LDN62,,252.477100,-18.085500,0.00,DrkN,,,
LDN63,,252.477100,-18.085500,0.00,DrkN,,,
LDN64,,265.026000,-26.026000,0.00,DrkN,,,
LDN65,,258.250000,-21.891800,0.00,DrkN,,,
LDN66,,261.010300,-23.545300,0.00,DrkN,,,
LDN67,,258.500100,-21.890600,0.00,DrkN,,,
LDN68,,271.772400,-29.360000,0.00,DrkN,,,
LDN69,,262.013500,-24.040500,0.00,DrkN,,,
LDN70,,261.260400,-23.544100,0.00,DrkN,,,
LDN71,,258.499200,-21.724000,0.00,DrkN,,,
LDN72,,260.004300,-22.550100,0.00,DrkN,,,
LDN73,,262.764700,-24.203600,0.00,DrkN,,,
LDN74,,264.521000,-25.195100,0.00,DrkN,,,
LDN75,,272.046100,-29.158700,0.00,DrkN,,,
LDN76,,264.269900,-25.029700,0.00,DrkN,,,
LDN77,,259.752600,-22.251300,0.00,DrkN,,,
LDN78,,270.289900,-28.183800,0.00,DrkN,,,
LDN79,,258.747900,-21.472800,0.00,DrkN,,,
LDN80,,264.770500,-25.110600,0.00,DrkN,,,
LDN81,,261.257400,-23.010800,0.00,DrkN,,,
LDN82,,266.526300,-26.018800,0.00,DrkN,,,
LDN83,,248.581300,-14.269900,0.00,DrkN,,,
LDN84,,264.016900,-24.530900,0.00,DrkN,,,
LDN85,,261.507500,-23.009600,0.00,DrkN,,,
LDN86,,260.252600,-22.215600,0.00,DrkN,,,
LDN87,,259.650000,-21.801800,0.00,DrkN,,,
LDN88,,260.126600,-22.049500,0.00,DrkN,,,
LDN89,,259.624500,-21.701900,0.00,DrkN,,,
LDN90,,264.894100,-24.860000,0.00,DrkN,,,
LDN91,,260.879200,-22.462600,0.00,DrkN,,,
LDN92,,259.749600,-21.718000,0.00,DrkN,,,
LDN93,,270.687800,-27.831900,0.00,DrkN,,,
LDN94,,260.000000,-21.766800,0.00,DrkN,,,
LDN95,,259.999500,-21.683500,0.00,DrkN,,,
LDN96,,272.040800,-28.325300,0.00,DrkN,,,
LDN97,,271.839900,-28.176300,0.00,DrkN,,,
LDN98,,248.954900,-13.951600,0.00,DrkN,,,
LDN99,,259.747800,-21.384700,0.00,DrkN,,,
LDN100,,258.994800,-20.888300,0.00,DrkN,,,
LDN101,,260.450300,-21.798000,0.00,DrkN,,,
LDN102,,260.625800,-21.880500,0.00,DrkN,,,
LDN103,,260.374800,-21.715000,0.00,DrkN,,,
LDN104,,258.994300,-20.804900,0.00,DrkN,,,
LDN105,,249.105000,-13.950900,0.00,DrkN,,,
LDN106,,249.180000,-13.950600,0.00,DrkN,,,
LDN107,,261.503400,-22.292900,0.00,DrkN,,,
LDN108,,272.540700,-28.322900,0.00,DrkN,,,
LDN109,,264.764700,-24.110600,0.00,DrkN,,,
LDN110,,252.466900,-16.085500,0.00,DrkN,,,
LDN111,,258.791800,-20.355900,0.00,DrkN,,,
LDN112,,261.251000,-21.877500,0.00,DrkN,,,
LDN113,,264.638200,-23.861200,0.00,DrkN,,,
LDN114,,265.014300,-24.026000,0.00,DrkN,,,
LDN115,,253.470300,-16.664200,0.00,DrkN,,,
LDN116,,271.635600,-27.494000,0.00,DrkN,,,
LDN117,,261.250100,-21.710800,0.00,DrkN,,,
LDN118,,253.720800,-16.746400,0.00,DrkN,,,
LDN119,,270.782600,-26.998100,0.00,DrkN,,,
LDN120,,271.610100,-27.410800,0.00,DrkN,,,
LDN121,,249.955600,-14.013700,0.00,DrkN,,,
LDN122,,253.795800,-16.746000,0.00,DrkN,,,
LDN123,,271.910100,-27.409300,0.00,DrkN,,,
LDN124,,273.288600,-27.985900,0.00,DrkN,,,
LDN125,,264.008300,-23.030900,0.00,DrkN,,,
LDN126,,265.764400,-24.022400,0.00,DrkN,,,
LDN127,,272.034500,-27.308700,0.00,DrkN,,,
LDN128,,262.753300,-22.203600,0.00,DrkN,,,
LDN129,,253.743700,-16.329600,0.00,DrkN,,,
LDN130,,266.265400,-24.186700,0.00,DrkN,,,
LDN131,,261.247300,-21.210800,0.00,DrkN,,,
LDN132,,253.718300,-16.246400,0.00,DrkN,,,
LDN133,,269.776600,-26.003000,0.00,DrkN,,,
LDN134,,238.409600,-4.647200,0.00,DrkN,,,
LDN135,,270.528600,-26.332700,0.00,DrkN,,,
LDN136,,262.250400,-21.706000,0.00,DrkN,,,
LDN137,,252.713700,-15.417700,0.00,DrkN,,,
LDN138,,260.995400,-20.878700,0.00,DrkN,,,
LDN139,,259.188500,-19.720700,0.00,DrkN,,,
LDN140,,268.270500,-25.010300,0.00,DrkN,,,
LDN141,,252.712900,-15.251100,0.00,DrkN,,,
LDN142,,265.761500,-23.522400,0.00,DrkN,,,
LDN143,,272.532500,-26.989600,0.00,DrkN,,,
LDN144,,265.133500,-23.025500,0.00,DrkN,,,
LDN145,,248.821800,-12.268800,0.00,DrkN,,,
LDN146,,254.092200,-15.994700,0.00,DrkN,,,
LDN147,,271.027500,-26.163600,0.00,DrkN,,,
LDN148,,251.607100,-14.172800,0.00,DrkN,,,
LDN149,,261.745600,-20.875100,0.00,DrkN,,,
LDN150,,269.270600,-25.005400,0.00,DrkN,,,
LDN151,,271.527500,-26.161100,0.00,DrkN,,,
LDN152,,252.459500,-14.585600,0.00,DrkN,,,
LDN153,,265.006100,-22.609400,0.00,DrkN,,,
LDN154,,265.507600,-22.857000,0.00,DrkN,,,
LDN155,,264.504100,-22.278500,0.00,DrkN,,,
LDN156,,249.322000,-12.266600,0.00,DrkN,,,
LDN157,,272.279000,-26.407500,0.00,DrkN,,,
LDN158,,251.956800,-14.087900,0.00,DrkN,,,
LDN159,,267.137600,-23.682400,0.00,DrkN,,,
LDN160,,266.259600,-23.186700,0.00,DrkN,,,
LDN161,,267.764600,-24.012700,0.00,DrkN,,,
LDN162,,252.282800,-14.253000,0.00,DrkN,,,
LDN163,,252.458200,-14.335600,0.00,DrkN,,,
LDN164,,264.251800,-21.863000,0.00,DrkN,,,
LDN165,,274.032300,-26.982300,0.00,DrkN,,,
LDN166,,270.521600,-25.166000,0.00,DrkN,,,
LDN167,,271.524500,-25.661100,0.00,DrkN,,,
LDN168,,263.246900,-21.034500,0.00,DrkN,,,
LDN169,,238.154100,-3.314900,0.00,DrkN,,,
LDN170,,266.758800,-23.017600,0.00,DrkN,,,
LDN171,,270.771600,-25.164800,0.00,DrkN,,,
LDN172,,264.500400,-21.611800,0.00,DrkN,,,
LDN173,,259.306400,-18.386700,0.00,DrkN,,,
LDN174,,264.750900,-21.694000,0.00,DrkN,,,
LDN175,,259.582200,-18.518800,0.00,DrkN,,,
LDN176,,272.525400,-25.822900,0.00,DrkN,,,
LDN177,,260.736300,-19.213300,0.00,DrkN,,,
LDN178,,262.994100,-20.535800,0.00,DrkN,,,
LDN179,,260.986800,-19.295400,0.00,DrkN,,,
LDN180,,270.769100,-24.748100,0.00,DrkN,,,
LDN181,,277.788200,-28.080800,0.00,DrkN,,,
LDN182,,263.244100,-20.534500,0.00,DrkN,,,
LDN183,,238.478400,-3.146900,0.00,DrkN,,,
LDN185,,262.992700,-20.285800,0.00,DrkN,,,
LDN186,,266.003000,-22.021200,0.00,DrkN,,,
LDN187,,273.024900,-25.737200,0.00,DrkN,,,
LDN188,,268.259800,-23.177000,0.00,DrkN,,,
LDN189,,265.751100,-21.689100,0.00,DrkN,,,
LDN190,,252.076200,-12.920600,0.00,DrkN,,,
LDN191,,251.950300,-12.754500,0.00,DrkN,,,
LDN192,,262.739900,-19.787000,0.00,DrkN,,,
LDN193,,263.994300,-20.530900,0.00,DrkN,,,
LDN194,,273.273400,-25.486000,0.00,DrkN,,,
LDN195,,273.974700,-25.732600,0.00,DrkN,,,
